"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0048513","animal organ development","39/849","328/11749",0.11890243902439,1.64544729811256,3.30878241010431,0.00140106344942882,0.0400432972965786,0.0361089018036155,"SEMA3A/AMIGO2/PTPRO/PTHLH/FGF14/SPRY2/DCLK1/TBX20/FHOD3/GREB1L/FSHR/SIX3/GREM2/SYNJ2/AR/FHL1/ADGRL3/GREM1/NRG3/FN1/APOD/ALPK3/NRG4/DNAAF4/FGF7/MUSTN1/SEMA3DL/SPRY4/SOX8/HSPB7/MFAP2/ECM1/MYOG/NFASC/TCAP/AMH/KRT80/ANXA1/NRG1",39,"BP"
"GO:0051937","catecholamine transport","6/849","19/11749",0.31578947368421,4.37009484842849,4.10291465605946,0.0016759095337542,0.0471382808541658,0.0425067781493547,"SYT10/CRH/SNCA/SYT15/LOC107054855/SYT6",6,"BP"
"GO:0019221","cytokine-mediated signaling pathway","18/849","117/11749",0.153846153846154,2.12902056718311,3.42523326131492,0.00177574627840845,0.0491659750834339,0.0443352442536846,"IL15RA/TNFRSF13C/LAG3/LOC418667/CXCL13/CXCL13L3/CXCL12/STAT4/IL12RB2/IL21R/CCL5/CCL1/CSF3R/JAK3/CNTFR/IL11RA/CCL19/PRLR",18,"BP"
"GO:0005201","extracellular matrix structural constituent","12/921","30/12459",0.4,5.41107491856678,6.83401107693786,6.16000479069114e-07,0.000332640258697322,0.000295680229953175,"LAMB1/LAMB4/COL4A1/COL4A2/COL1A2/COL4A5/COL4A6/COL5A2/COL3A1/COL27A1/ELN/COL1A1",12,"MF"
"GO:0004222","metalloendopeptidase activity","21/921","91/12459",0.230769230769231,3.12177399148083,5.73929820360982,2.12931122267159e-06,0.000574914030121329,0.000511034693441181,"ADAMTS20/KEL/PHEX/MMP10/ADAM22/MMP16/SPRTN/ADAMTS3/TLL2/ADAM12/TRABD2B/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/MMEL1/MMP23A/ADAM11/ADAMTS12/ADAMTS6/ADAMTS19",21,"MF"
"GO:0008237","metallopeptidase activity","28/921","155/12459",0.180645161290323,2.44371125354629,5.1098922289619,8.32273731557658e-06,0.00149809271680378,0.00133163797049225,"ADAMTS20/KEL/PHEX/MMP10/ADAM22/MMP16/SPRTN/XPNPEP2/CPE/ADAMTS3/CPZ/CPXM1/TLL2/ADAM12/METAP1D/PAPPA2/TRABD2B/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/MMEL1/MMP23A/ADAM11/ADAMTS12/ADAMTS6/AGTPBP1/ADAMTS19",28,"MF"
"GO:0050839","cell adhesion molecule binding","24/921","147/12459",0.163265306122449,2.20860200757828,4.16453375292821,0.000188088727581414,0.0253919782234909,0.0225706473097697,"LAMB1/PTPRO/CD200L/ITGBL1/POSTN/FAT3/ITGA9/CDH7/CCN2/TENM1/LRRC4C/FN1/ITGA6/CADNL/CHL1/TGFBI/ITGAD/NF2L/KIRREL3/PTPRVP/PKP1/NFASC/EMB/ANXA1",24,"MF"
"GO:0022836","gated channel activity","32/921","230/12459",0.139130434782609,1.88211301515366,3.81488443650256,0.00038363263059766,0.0414323241045473,0.0368287325373754,"CACNA1I/KCNA6/KCNA5/SCNN1A/GABRR3/GRIK1/CACNB2/KCNK2/KCNQ5/GLRB/GABRA4/CHRNA9/LOC428967/TRPM8/KCNH7/KCNE4/CHRND/CHRNG/KCNG4/CACNA2D3/KCNJ12/GRIN2A/KCNT1/CACNG1/CACNG4/TTYH1/GRIN2C/KCNB1/KCNQ4/GRIK4/HTR3A/KCNH6",32,"MF"
"GO:0008233","peptidase activity","53/921","451/12459",0.117516629711752,1.5897282188694,3.60407277550841,0.000495944696889852,0.0442394647110229,0.0393239686320204,"ADAMTS20/KEL/BACE2/PHEX/LOC121106447/MMP10/LOC121107447/DPP6/ADAM22/MMP16/SPRTN/LOC428593/PM20D2/TINAG/XPNPEP2/LOC100859304/CPE/LOC107052719/ADAMTS3/CPZ/CPXM1/PAMR1/TYSND1/TLL2/ADAM12/METAP1D/FAP/DPP4/PAPPA2/TRABD2B/LOC121113436/MASP1/PRSS56/SENP8/PGPEP1L/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/MMEL1/MMP23A/OTUD3/OTUD7B/ADAM11/CTSG/CFD/GZMM/ESPL1/ADAMTS12/GZMA/ADAMTS6/AGTPBP1/ADAMTS19",53,"MF"
"GO:0004175","endopeptidase activity","39/921","306/12459",0.127450980392157,1.72411700836686,3.62340120013973,0.000573474542550297,0.0442394647110229,0.0393239686320204,"ADAMTS20/KEL/BACE2/PHEX/LOC121106447/MMP10/LOC121107447/ADAM22/MMP16/SPRTN/LOC428593/LOC100859304/LOC107052719/ADAMTS3/PAMR1/TYSND1/TLL2/ADAM12/FAP/DPP4/TRABD2B/LOC121113436/MASP1/PRSS56/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/MMEL1/MMP23A/ADAM11/CTSG/CFD/GZMM/ESPL1/ADAMTS12/GZMA/ADAMTS6/ADAMTS19",39,"MF"
"GO:0015267","channel activity","42/921","343/12459",0.122448979591837,1.65645150568371,3.48304261066728,0.000820143238929407,0.0479885824267438,0.0426565177126612,"CACNA1I/KCNA6/KCNA5/SCNN1A/GABRR3/GRIK1/NALCN/TPTE/AQP1/CACNB2/KCNK2/KCNQ5/RHAG/GLRB/GABRA4/CHRNA9/KCNK10/LOC428967/TRPM8/KCNH7/KCNE4/CHRND/CHRNG/KCNG4/CACNA2D3/ATP5J2/KCNJ12/GRIN2A/KCNT1/CACNG1/CACNG4/TTYH1/GRIN2C/TRPV3/KCNB1/RHCE/KCNQ4/GRIK4/HTR3A/KCNH6/ATP5B/AQP3",42,"MF"
"GO:0022803","passive transmembrane transporter activity","42/921","343/12459",0.122448979591837,1.65645150568371,3.48304261066728,0.000820143238929407,0.0479885824267438,0.0426565177126612,"CACNA1I/KCNA6/KCNA5/SCNN1A/GABRR3/GRIK1/NALCN/TPTE/AQP1/CACNB2/KCNK2/KCNQ5/RHAG/GLRB/GABRA4/CHRNA9/KCNK10/LOC428967/TRPM8/KCNH7/KCNE4/CHRND/CHRNG/KCNG4/CACNA2D3/ATP5J2/KCNJ12/GRIN2A/KCNT1/CACNG1/CACNG4/TTYH1/GRIN2C/TRPV3/KCNB1/RHCE/KCNQ4/GRIK4/HTR3A/KCNH6/ATP5B/AQP3",42,"MF"
"GO:0015171","amino acid transmembrane transporter activity","14/921","74/12459",0.189189189189189,2.55929219121402,3.8008792212537,0.000919906920004016,0.0479885824267438,0.0426565177126612,"GRIK1/SLC7A1/SLC1A4/SLC1A2/SLC25A29/SLC38A7/SLC7A5/SLC6A1/GRIN2A/GRIN2C/SLC32A1/GRIK4/SLC1A6/SLC1A1",14,"MF"
"GO:0030544","Hsp70 protein binding","6/921","17/12459",0.352941176470588,4.77447786932363,4.39971916825127,0.000977545197581819,0.0479885824267438,0.0426565177126612,"PACRG/DNAJB2/DNAJA4/LOC425431/DNAJB1/DNAJA1",6,"MF"
"GO:0031012","extracellular matrix","42/820","174/11634",0.241379310344828,3.4246425567704,8.87339156473685,7.98229313081278e-13,1.40790941466138e-10,1.29611319669909e-10,"FGL2/LAMB1/LAMB4/ADAMTS20/MGP/COL4A1/COL4A2/GPC6/POSTN/MMP10/HPX/COL1A2/F13A1/MMP16/COL14A1/VIT/CCN2/ANGPT2/COL4A5/COL4A6/LGALS1B/ADAMTS3/SPON1/MUC5ACL/OVOA/RTN4RL2/HPSE2/VWA2/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/TGFBI/ELN/EMILIN3/MMP23A/MFAP2/ECM1/ADAM11/ADAMTS12/ADAMTS6/ADAMTS19",42,"CC"
"GO:0030312","external encapsulating structure","42/820","175/11634",0.24,3.40507317073171,8.8274154374594,9.81121543318037e-13,1.40790941466138e-10,1.29611319669909e-10,"FGL2/LAMB1/LAMB4/ADAMTS20/MGP/COL4A1/COL4A2/GPC6/POSTN/MMP10/HPX/COL1A2/F13A1/MMP16/COL14A1/VIT/CCN2/ANGPT2/COL4A5/COL4A6/LGALS1B/ADAMTS3/SPON1/MUC5ACL/OVOA/RTN4RL2/HPSE2/VWA2/ADAMTS17/ADAMTS7/ADAMTS18/ADAM19/TGFBI/ELN/EMILIN3/MMP23A/MFAP2/ECM1/ADAM11/ADAMTS12/ADAMTS6/ADAMTS19",42,"CC"
"GO:0062023","collagen-containing extracellular matrix","22/820","86/11634",0.255813953488372,3.62943845717527,6.73935689912724,7.71863490876659e-08,7.3841607293867e-06,6.79781530561549e-06,"FGL2/LAMB1/LAMB4/MGP/COL4A1/COL4A2/GPC6/HPX/COL1A2/F13A1/COL14A1/VIT/ANGPT2/COL4A5/COL4A6/LGALS1B/VWA2/ADAM19/ELN/MFAP2/ECM1/ADAM11",22,"CC"
"GO:0009986","cell surface","35/820","218/11634",0.160550458715596,2.27785858133811,5.24461566906798,3.53395617014536e-06,0.00025356135520793,0.000233427104922759,"TNFRSF13C/SCUBE1/LAG3/UMODL1/LOC418667/ITGBL1/GPC6/TNFRSF14/ITGA9/LRFN2/PROM1/SCUBE2/CXCL12/FAS/ITGA6/LOC424300/IL12RB2/SLC6A1/IL21R/ITGAD/MHCY36/MHCY14/MHCY11/MHCY7/MHCY35/BF1/TNFRSF9/CSF3R/CLMP/CD3E/CD3D/TREM2/CNTFR/IL11RA/PRLR",35,"CC"
"GO:0043005","neuron projection","50/820","384/11634",0.130208333333333,1.84737042682927,4.64967139997823,1.6612249080986e-05,0.000953543097248598,0.000877826214595261,"SHISA8/CACNA1I/THL/EPHB6/EPHA3/GABRR3/ROBO1/DCLK1/ADCYAP1R1/VIM/CALCR/TMEM108/PENK/STMN2/PACRG/TENM1/GLRB/SNCA/ADGRL3/GABRA4/CHRNA9/PRLHR2/RIC3/CHRM4/SLC8A3/LOC428967/ERMN/HMCN1/CHRND/CHRNG/NTRK3/MAP1A/RGS9BP/SLC6A1/CHL1/DBN1/CYFIP2/CAMK2A/FSCN1/NEFH/SSTR2/NPTX1/STMN3/LOC107054848/ROBO3/OPCML/HTR3A/EMB/RGS7BP/MAP1B",50,"CC"
"GO:0045211","postsynaptic membrane","17/820","81/11634",0.209876543209877,2.9776874435411,4.91827022532016,3.91492430565948e-05,0.00187263879287378,0.00172394035214128,"SHISA8/GRIK1/KCTD12/ADAM22/LRFN2/GLRB/CHRNA9/LRRC4C/CHRND/CHRNG/LOC107054133/DBN1/GRIN2A/CACNG4/GRIN2C/GRIK4/HTR3A",17,"CC"
"GO:0043235","receptor complex","28/820","178/11634",0.157303370786517,2.23178953137846,4.5602601129347,4.7951165721707e-05,0.00196599779458999,0.00180988610468398,"GPR37/SHISA8/TRAT1/GABRR3/GRIK1/ITGBL1/ITGA9/ALK/GABRA4/LOC428967/FGFR2/ITGA6/PLA2R1/IL12RB2/NTRK3/GRIN2A/ITGAD/CACNG4/GPRC5C/GRIN2C/CSF3R/GRIK4/CD3E/CD3D/PLXNA2/CNTFR/PRLR/MUSK",28,"CC"
"GO:0009897","external side of plasma membrane","23/820","136/11634",0.169117647058824,2.39940817790531,4.52024856695383,7.19465111290815e-05,0.0025810810867558,0.00237612819649993,"TNFRSF13C/LAG3/LOC418667/ITGA9/CXCL12/FAS/ITGA6/IL12RB2/IL21R/ITGAD/MHCY36/MHCY14/MHCY11/MHCY7/MHCY35/BF1/TNFRSF9/CSF3R/CD3E/CD3D/CNTFR/IL11RA/PRLR",23,"CC"
"GO:0098794","postsynapse","25/820","157/11634",0.159235668789809,2.25920459841541,4.37412856763613,9.8139535025796e-05,0.00312956072804483,0.00288105535572805,"SHISA8/GRIK1/KCTD12/ADAM22/TMEM108/LRFN2/DLGAP2/GLRB/GABRA4/CHRNA9/LRRC4C/SLC8A3/ADGRA1/CHRND/CHRNG/LOC107054133/INSYN1/DBN1/GRIN2A/CACNG4/GRIN2C/DLGAP3/GRIK4/HTR3A/RGS7BP",25,"CC"
"GO:0098802","plasma membrane signaling receptor complex","14/820","69/11634",0.202898550724638,2.87868504772004,4.30988134014587,0.000269819443075637,0.00754910926266573,0.00694966596342967,"SHISA8/TRAT1/GRIK1/ITGBL1/ITGA9/ITGA6/GRIN2A/ITGAD/CACNG4/GRIN2C/GRIK4/CD3E/CD3D/CNTFR",14,"CC"
"GO:0098839","postsynaptic density membrane","7/820","20/11634",0.35,4.96573170731707,4.88772793971897,0.000289338682541195,0.00754910926266573,0.00694966596342967,"ADAM22/LRFN2/LRRC4C/LOC107054133/GRIN2A/CACNG4/GRIN2C",7,"CC"
"GO:0005604","basement membrane","7/820","21/11634",0.333333333333333,4.72926829268293,4.70999743544231,0.000407810666530074,0.00975347177451095,0.00897898923675866,"LAMB1/LAMB4/COL4A1/COL4A2/COL4A5/COL4A6/VWA2",7,"CC"
"GO:0098552","side of membrane","28/820","205/11634",0.136585365853659,1.93784651992861,3.73047550779616,0.000549772456428977,0.0120833050390241,0.0111238201532919,"TNFRSF13C/LAG3/LOC418667/ITGA9/FRMD1/CXCL12/FAS/ITGA6/IL12RB2/MTSS1L/GNAO1/IL21R/ITGAD/MHCY36/MHCY14/MHCY11/MHCY7/MHCY35/BF1/TNFRSF9/AJAP1/CSF3R/CD3E/CD3D/ZAP70/CNTFR/IL11RA/PRLR",28,"CC"
"GO:0045202","synapse","41/820","343/11634",0.119533527696793,1.69591836734694,3.6024566454219,0.000589429514098735,0.0120833050390241,0.0111238201532919,"SHISA8/PTPRO/GABRR3/GRIK1/GPC6/KCTD12/ADAM22/TMEM108/AMPH/PENK/LRFN2/SYNJ2/DLGAP2/GLRB/SNCA/ADGRL3/GABRA4/CHRNA9/LRRC4C/CHRM4/SLC8A3/ADGRA1/LOC428967/GAD1/CHRND/CHRNG/LOC107054133/INSYN1/MAP1A/SYN2/SYP/DBN1/CYFIP2/GRIN2A/CACNG4/GRIN2C/DLGAP3/GRIK4/HTR3A/RGS7BP/MAP1B",41,"CC"
"GO:0099572","postsynaptic specialization","14/820","76/11634",0.184210526315789,2.61354300385109,3.88602511722881,0.00075742080812817,0.014491984795519,0.0133412366905383,"SHISA8/ADAM22/TMEM108/LRFN2/DLGAP2/LRRC4C/ADGRA1/LOC107054133/INSYN1/DBN1/GRIN2A/CACNG4/GRIN2C/DLGAP3",14,"CC"
"GO:0097060","synaptic membrane","17/820","107/11634",0.158878504672897,2.25413722361523,3.58871035704897,0.00125871107536432,0.02220371405969,0.0204406096790105,"SHISA8/GRIK1/KCTD12/ADAM22/LRFN2/GLRB/CHRNA9/LRRC4C/CHRND/CHRNG/LOC107054133/DBN1/GRIN2A/CACNG4/GRIN2C/GRIK4/HTR3A",17,"CC"
"GO:0099634","postsynaptic specialization membrane","7/820","25/11634",0.28,3.97258536585366,4.09700545096033,0.00131520257496422,0.02220371405969,0.0204406096790105,"ADAM22/LRFN2/LRRC4C/LOC107054133/GRIN2A/CACNG4/GRIN2C",7,"CC"
"GO:0030424","axon","19/820","130/11634",0.146153846153846,2.07360225140713,3.38961412544198,0.00185749593580628,0.0296167407542446,0.0272649988238232,"THL/ROBO1/VIM/CALCR/TMEM108/PENK/STMN2/SNCA/ADGRL3/SLC8A3/ERMN/HMCN1/NTRK3/SLC6A1/CHL1/FSCN1/NEFH/ROBO3/EMB",19,"CC"
"GO:0014069","postsynaptic density","12/820","67/11634",0.17910447761194,2.54109938114307,3.48351180984129,0.00226854739339049,0.0310034810430034,0.0285416238466674,"SHISA8/ADAM22/TMEM108/LRFN2/LRRC4C/ADGRA1/LOC107054133/INSYN1/DBN1/GRIN2A/CACNG4/GRIN2C",12,"CC"
"GO:0032279","asymmetric synapse","12/820","67/11634",0.17910447761194,2.54109938114307,3.48351180984129,0.00226854739339049,0.0310034810430034,0.0285416238466674,"SHISA8/ADAM22/TMEM108/LRFN2/LRRC4C/ADGRA1/LOC107054133/INSYN1/DBN1/GRIN2A/CACNG4/GRIN2C",12,"CC"
"GO:0098984","neuron to neuron synapse","12/820","67/11634",0.17910447761194,2.54109938114307,3.48351180984129,0.00226854739339049,0.0310034810430034,0.0285416238466674,"SHISA8/ADAM22/TMEM108/LRFN2/LRRC4C/ADGRA1/LOC107054133/INSYN1/DBN1/GRIN2A/CACNG4/GRIN2C",12,"CC"
"GO:0043025","neuronal cell body","10/820","51/11634",0.196078431372549,2.7819225251076,3.51174510099475,0.00259030080188399,0.0323224491365524,0.0297558581818253,"THL/ROBO1/PENK/SNCA/RIC3/HSP90AA1/ERMN/HMCN1/MAP1A/MAP1B",10,"CC"
"GO:0044297","cell body","10/820","51/11634",0.196078431372549,2.7819225251076,3.51174510099475,0.00259030080188399,0.0323224491365524,0.0297558581818253,"THL/ROBO1/PENK/SNCA/RIC3/HSP90AA1/ERMN/HMCN1/MAP1A/MAP1B",10,"CC"
"GO:0008328","ionotropic glutamate receptor complex","6/820","22/11634",0.272727272727273,3.86940133037694,3.70944323711243,0.00337580571236262,0.0387542495779229,0.035676936160127,"SHISA8/GRIK1/GRIN2A/CACNG4/GRIN2C/GRIK4",6,"CC"
"GO:0098878","neurotransmitter receptor complex","6/820","22/11634",0.272727272727273,3.86940133037694,3.70944323711243,0.00337580571236262,0.0387542495779229,0.035676936160127,"SHISA8/GRIK1/GRIN2A/CACNG4/GRIN2C/GRIK4",6,"CC"
"GO:0098590","plasma membrane region","28/820","233/11634",0.120171673819742,1.70497226002303,2.99321645150876,0.00383368542280685,0.0423179890902141,0.0389576939726526,"SHISA8/GRIK1/SHROOM2/KCTD12/ADAM22/LRFN2/FRMD1/GLRB/MTTP/GABRA4/CHRNA9/PROM1/EVC2/LRRC4C/AMN/CHRND/CHRNG/LOC107054133/PARD6A/DBN1/FSCN1/GRIN2A/CACNG4/GRIN2C/GRIK4/HTR3A/PLEKHO1/AQP3",28,"CC"
"GO:0098978","glutamatergic synapse","6/820","23/11634",0.260869565217391,3.70116648992577,3.5705906748101,0.00429927718920447,0.0456997241963586,0.042070899590266,"PTPRO/DLGAP2/ADGRL3/LRRC4C/ADGRA1/DLGAP3",6,"CC"
"GO:0034702","monoatomic ion channel complex","17/820","121/11634",0.140495867768595,1.99332795807297,3.02447987946541,0.0047605677961418,0.0487958199104534,0.0449211472493079,"SHISA8/CACNA1I/KCNA6/KCNA5/GRIK1/CACNB2/KCNIP2/KCNG4/CACNA2D3/GRIN2A/CACNG1/CACNG4/GRIN2C/KCNB1/GRIK4/SCN4B/ATP5B",17,"CC"
